创建时间,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,进口0出口1,数据类型,整体处理效率,企业名称,设备名称,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,风量,处理效率
2025-08-01 16:02:37,0.0,7.25184397445425,91.70067194575664,79.24344569490088,0,进口浓度,5.8,连微,抽气式东星行测试,,34.82623582114058,55.16953647274397,1.0812304100392554,100.2,100.6,-0.4,0.0,0.0,12147.884281436582,
2025-08-01 16:04:48,0.0,7.343030672769992,90.873304766084,77.10297671179721,0,进口浓度,5.8,连微,抽气式东星行测试,,32.98965920812336,58.470050779809576,1.0031744649590295,100.2,100.6,-0.4,0.0,0.0,12161.427415999304,
2025-08-01 16:05:25,0.7808269507183876,3.815550849041137,0.0,75.05624286502828,1,出口浓度,5.8,连微,抽气式东星行测试,,33.537390929390995,59.23641863105418,1.4680026361721246,100.2,100.6,-0.4,0.0,0.0,12080.34831671817,92.74872869044977
2025-08-01 18:26:55,0.0,4.424445511332518,101.0558451421814,81.13186870075465,0,进口浓度,5.9,连微,抽气式东星行测试,,33.23240137119354,60.92215295888776,1.123434118441228,100.2,100.6,-0.4,0.0,0.0,12001.578577584554,
2025-08-01 18:27:55,0.1018943210653345,4.220325547117267,0.0,73.42353982344386,1,出口浓度,5.9,连微,抽气式东星行测试,,34.61808476711334,59.3982534154184,1.0556051496144516,100.2,100.6,-0.4,0.0,0.0,12374.651388722656,87.6011799153559
2025-08-01 18:32:22,0.1056784257627435,1.1343312923839786,0.0,80.19988098676868,1,出口浓度,5.9,连微,抽气式东星行测试,,33.80264313718951,59.88622272964895,1.393937457507311,100.2,100.6,-0.4,0.0,0.0,12058.982064946858,74.568234981816
2025-08-01 18:32:55,0.0,1.7417857135048234,94.22142878920876,86.17489939284077,0,进口浓度,5.9,连微,抽气式东星行测试,,33.63516960861475,58.76102427749208,0.8060098354455661,100.2,100.6,-0.4,0.0,0.0,12868.361991915355,
2025-08-01 18:33:36,0.1024080622972146,1.8011788156750888,0.0,71.06780460585344,1,出口浓度,5.9,连微,抽气式东星行测试,,33.10704881144352,57.05291150642931,0.8425850116167225,100.2,100.6,-0.4,0.0,0.0,12477.897118666726,86.82011480639383
2025-08-01 18:35:05,0.0,0.9486039151401132,75.76719027432279,84.67015346863604,0,进口浓度,5.9,连微,抽气式东星行测试,,32.02890663341648,58.49467269133957,0.9796139277080892,100.2,100.6,-0.4,0.0,0.0,12096.841850959274,
2025-08-01 18:37:17,0.0,0.7334258757557799,90.28936371854948,83.18201522246191,0,进口浓度,5.9,连微,抽气式东星行测试,,35.94758736974173,59.5681838214026,1.3533255769104469,100.2,100.6,-0.4,0.0,0.0,12473.23178318822,
2025-08-01 18:40:56,0.7181940486301708,2.619147031506152,0.0,70.95670995906322,1,出口浓度,5.9,连微,抽气式东星行测试,,35.5606087846481,60.99667081155884,1.2155679273435915,100.2,100.6,-0.4,0.0,0.0,12940.991046735724,86.62695713312763
2025-08-01 18:41:21,1.544860522852164,0.3858745671751289,0.0,70.72061574548421,1,出口浓度,5.9,连微,抽气式东星行测试,,33.321021014638845,55.60106417550525,0.822358902302734,100.2,100.6,-0.4,0.0,0.0,12698.30826969302,88.13050468180722
2025-08-01 18:42:07,0.0,1.2598301567167756,103.1219802420622,83.1712582681213,0,进口浓度,5.9,连微,抽气式东星行测试,,35.47602112682549,56.67680518110373,1.0896257537829883,100.2,100.6,-0.4,0.0,0.0,12815.05175865097,
2025-08-01 18:45:20,0.0,3.177784829902853,83.86950117560326,83.74092755554648,0,进口浓度,5.9,连微,抽气式东星行测试,,33.90079771026713,57.47875955672093,1.3614954352295514,100.2,100.6,-0.4,0.0,0.0,12986.18140547032,
2025-08-01 18:47:40,11.12429107432873,4.918139590177687,0.0,65.29023286917146,1,出口浓度,5.9,连微,抽气式东星行测试,,33.4408224485348,55.27452570064057,1.473387836442686,100.2,100.6,-0.4,0.0,0.0,12325.525199457476,81.10765398173754
2025-08-01 18:47:44,0.0,2.3050388109274684,94.98055534978658,83.27808995812472,0,进口浓度,5.9,连微,抽气式东星行测试,,32.3254769250254,57.56749768282852,1.4320635642989537,100.2,100.6,-0.4,0.0,0.0,12930.84450420828,
2025-08-01 20:07:23,0.0,6.306746351814775,70.0514093796571,71.35011701006317,0,进口浓度,6.0,连微,抽气式东星行测试,,32.846563284708054,59.519515124449576,1.0110188904437618,100.2,100.6,-0.4,0.0,0.0,12089.431815635187,
2025-08-01 22:16:51,0.0,3.624293344858173,71.86696369601803,68.90765054636623,0,进口浓度,6.1,连微,抽气式东星行测试,,33.3932286428724,57.34817628820522,0.8157995968966226,100.2,100.6,-0.4,0.0,0.0,12726.75460042834,
2025-08-01 22:19:46,1.2947971308717048,6.96474410792024,0.0,64.70523594260634,1,出口浓度,6.1,连微,抽气式东星行测试,,34.192040127330195,55.58391740013215,1.078622560366704,100.2,100.6,-0.4,0.0,0.0,12791.277465078114,91.64638578986224
2025-08-01 22:20:18,0.0,5.672845173471718,64.1265508082983,67.21417444067758,0,进口浓度,6.1,连微,抽气式东星行测试,,34.618535940757226,58.46294445414369,1.4793714720281108,100.2,100.6,-0.4,0.0,0.0,12482.441718064856,
2025-08-01 22:21:55,0.0,2.773608837376055,92.95391904118432,72.21701879599628,0,进口浓度,6.1,连微,抽气式东星行测试,,32.78262027309295,58.90742796700295,0.9121155701985288,100.2,100.6,-0.4,0.0,0.0,12856.141295847909,
2025-08-01 22:27:19,2.4289841628530064,4.269615919691962,0.0,68.60850835636316,1,出口浓度,6.1,连微,抽气式东星行测试,,32.46938738168111,58.09261107370695,1.0798107355933737,100.2,100.6,-0.4,0.0,0.0,12433.821439517493,73.71420804913575
2025-08-01 22:27:22,0.0,2.914547471528955,83.12020772945388,65.36145978165153,0,进口浓度,6.1,连微,抽气式东星行测试,,33.58657918836552,56.81613765752245,1.0565921110818088,100.2,100.6,-0.4,0.0,0.0,12172.487003004528,
2025-08-01 22:28:53,0.0,5.03794269567705,83.98340468505828,74.08507396430778,0,进口浓度,6.1,连微,抽气式东星行测试,,34.68294357235786,55.53766689200986,1.3687888762291838,100.2,100.6,-0.4,0.0,0.0,12818.195154147676,
2025-08-01 22:30:03,3.112328325311351,5.220362477116742,0.0,60.60938970817397,1,出口浓度,6.1,连微,抽气式东星行测试,,32.04640967011453,55.69976580512391,1.2432824180462256,100.2,100.6,-0.4,0.0,0.0,12641.409327602329,92.71196125256802
2025-08-01 22:32:23,0.0,4.281945421790461,69.06082886957013,74.04692772011754,0,进口浓度,6.1,连微,抽气式东星行测试,,33.917993464282894,59.16235511356708,1.1843421586989125,100.2,100.6,-0.4,0.0,0.0,12592.879006125751,
2025-08-01 22:34:40,2.835056860848357,7.426086537267776,0.0,64.73128896325103,1,出口浓度,6.1,连微,抽气式东星行测试,,33.193453388554545,55.75141862479335,1.368305038283459,100.2,100.6,-0.4,0.0,0.0,12713.768146253233,91.55526220709548
2025-08-02 00:01:26,0.0,5.029198326520728,73.89152836013095,82.62929137348819,0,进口浓度,6.3,连微,抽气式东星行测试,,32.35128371603776,56.54056290618107,1.2112629993790205,100.2,100.6,-0.4,0.0,0.0,12084.610327928724,
2025-08-02 00:02:22,0.1044501322026372,4.111451018089163,0.0,79.55187319773547,1,出口浓度,6.3,连微,抽气式东星行测试,,32.68641279408489,60.86261859291323,1.1862883396932848,100.2,100.6,-0.4,0.0,0.0,12248.337084804476,71.15415657799963
2025-08-02 00:07:17,12.47811449811145,7.747700564165916,0.0,68.78580379918097,1,出口浓度,6.3,连微,抽气式东星行测试,,34.13640959396721,55.83913027839682,1.431520218534543,100.2,100.6,-0.4,0.0,0.0,12312.936049123602,92.7695789162106
2025-08-02 00:08:13,0.0,5.153562742284928,108.0470420350377,81.20878983203974,0,进口浓度,6.3,连微,抽气式东星行测试,,34.7517212360802,58.97570197968617,1.330071001973406,100.2,100.6,-0.4,0.0,0.0,12036.73394909556,
2025-08-02 00:14:19,0.1770818049723711,7.456494519454415,0.0,67.53486160451236,1,出口浓度,6.3,连微,抽气式东星行测试,,32.53683202273084,58.31242376041591,0.8404529527881122,100.2,100.6,-0.4,0.0,0.0,12277.395718757003,88.22761010794207
2025-08-02 00:16:45,0.0,4.928268650486798,88.12035077980856,78.70963079188246,0,进口浓度,6.3,连微,抽气式东星行测试,,34.59907576154649,55.97991624772814,1.1631962922848378,100.2,100.6,-0.4,0.0,0.0,12944.740483568456,
2025-08-02 00:17:06,0.0,6.489671520889969,93.23629446298293,77.53532587100956,0,进口浓度,6.3,连微,抽气式东星行测试,,32.81505158753866,58.77740921375192,1.0147988170905624,100.2,100.6,-0.4,0.0,0.0,12633.11984164121,
2025-08-02 01:50:00,0.0,0.2431313231638563,81.06034246873277,65.88165487564613,0,进口浓度,6.4,连微,抽气式东星行测试,,34.28863229946489,56.69198034189085,1.349610273812502,100.2,100.6,-0.4,0.0,0.0,12099.066152398069,
2025-08-02 01:50:40,0.0959526227776994,1.0015685694255956,0.0,63.93454686997289,1,出口浓度,6.4,连微,抽气式东星行测试,,32.72268993691125,59.836509976146985,1.1251331317837447,100.2,100.6,-0.4,0.0,0.0,12788.747396556157,83.79179239172805
2025-08-02 01:54:12,7.637450185778338,1.5094977990286282,0.0,61.3815422162817,1,出口浓度,6.4,连微,抽气式东星行测试,,33.03624412445716,59.11995009393537,0.8669108808831547,100.2,100.6,-0.4,0.0,0.0,12657.562934803727,73.56675356231642
2025-08-02 01:54:27,0.0,0.9304487101458354,76.47687395708819,71.57706919714052,0,进口浓度,6.4,连微,抽气式东星行测试,,34.5567739598304,57.22090418819349,0.9707585856902547,100.2,100.6,-0.4,0.0,0.0,12678.215225105754,
2025-08-02 01:55:20,1.0641363221360325,1.8403097781842872,0.0,58.92794036227614,1,出口浓度,6.4,连微,抽气式东星行测试,,33.416005665018226,57.81199491779041,0.8599638617664483,100.2,100.6,-0.4,0.0,0.0,12952.616322247424,83.01486658708696
2025-08-02 01:59:32,0.0,3.556216917491996,82.49551496488158,64.68029380095501,0,进口浓度,6.4,连微,抽气式东星行测试,,34.542540993032496,55.521653709446845,0.990668400736504,100.2,100.6,-0.4,0.0,0.0,12770.578401630646,
2025-08-02 02:00:43,0.0,2.399675816317988,86.98354459019316,63.15958488422872,0,进口浓度,6.4,连微,抽气式东星行测试,,32.96014696195325,55.56180164956062,0.8164679299137452,100.2,100.6,-0.4,0.0,0.0,12084.585120852362,
2025-08-02 02:04:18,0.0989225706231957,4.671124272812568,0.0,64.8381309312128,1,出口浓度,6.4,连微,抽气式东星行测试,,32.042778729264924,60.69038011538909,1.1717796968036502,100.2,100.6,-0.4,0.0,0.0,12932.441418847422,73.41070955240278
2025-08-02 02:04:40,2.361551289017852,3.20432141522451,0.0,62.73296688179335,1,出口浓度,6.4,连微,抽气式东星行测试,,34.12963738137132,55.74814951742313,1.0097820129545625,100.2,100.6,-0.4,0.0,0.0,12190.184003940867,90.78493549412438
2025-08-02 02:05:28,0.0,1.560884732717372,60.8838809807467,67.7359009890368,0,进口浓度,6.4,连微,抽气式东星行测试,,33.380242504007406,60.96533167685493,0.8126682545834024,100.2,100.6,-0.4,0.0,0.0,12920.458956236864,
2025-08-02 02:08:08,0.0,3.640734626332609,93.81270130644889,69.23343377841061,0,进口浓度,6.4,连微,抽气式东星行测试,,32.169423926096364,57.69191226205144,0.9295379533973818,100.2,100.6,-0.4,0.0,0.0,12930.185361816964,
2025-08-02 02:11:22,6.0213168515558975,4.516381945430214,0.0,54.70160735075338,1,出口浓度,6.4,连微,抽气式东星行测试,,33.46820374844697,55.799912803486784,1.190019096267514,100.2,100.6,-0.4,0.0,0.0,12050.906564464583,82.3876965379519
2025-08-02 02:12:04,0.0,3.739882708622368,65.11932282167393,65.77223871965143,0,进口浓度,6.4,连微,抽气式东星行测试,,34.71625269203678,59.9903584363663,1.111439229918579,100.2,100.6,-0.4,0.0,0.0,12857.806161924194,
2025-08-02 04:03:15,0.0,4.21362046567462,72.39967423416566,64.61726597742225,0,进口浓度,6.5,连微,抽气式东星行测试,,33.41557097754372,55.03092646672078,1.0223022967773552,100.2,100.6,-0.4,0.0,0.0,12186.1577063953,
2025-08-02 04:05:58,2.2673754112535,1.8284635787086447,0.0,58.834291654385495,1,出口浓度,6.5,连微,抽气式东星行测试,,32.33897511747767,58.08591159724489,1.2765629134903629,100.2,100.6,-0.4,0.0,0.0,12123.842648514428,82.18530386815041
2025-08-02 04:07:02,0.1059850014252438,5.16023758188642,0.0,54.57907747262307,1,出口浓度,6.5,连微,抽气式东星行测试,,33.58143530411451,56.79570971568655,1.406413245753976,100.2,100.6,-0.4,0.0,0.0,12182.182040336931,90.28859635246576
2025-08-02 04:07:23,0.0,3.50578774765769,64.27111694671378,69.72532257788907,0,进口浓度,6.5,连微,抽气式东星行测试,,32.64733720242603,57.12242666246404,0.9705443515713592,100.2,100.6,-0.4,0.0,0.0,12359.236746159018,
2025-08-02 04:09:29,10.461574623532284,2.411224613667984,0.0,53.99462684794268,1,出口浓度,6.5,连微,抽气式东星行测试,,32.161025230100165,57.36727603172015,1.1785274850054348,100.2,100.6,-0.4,0.0,0.0,12900.997810301233,74.00781252723277
2025-08-02 04:13:44,0.0,3.6686794128606417,63.93227513559452,67.98417691817204,0,进口浓度,6.5,连微,抽气式东星行测试,,33.06319848057009,57.52657193641668,1.3152624010837566,100.2,100.6,-0.4,0.0,0.0,12799.820085478848,
2025-08-04 18:07:47,0.0,5.753745837778064,85.62930173083802,75.13473161409081,0,进口浓度,9.2,连微,抽气式东星行测试,,34.39356615848963,55.23847023963288,0.8874479783078713,100.2,100.6,-0.4,0.0,0.0,12537.915921203732,
2025-08-04 18:09:23,0.0,5.672416732807363,79.21073492111843,81.67018950817967,0,进口浓度,9.2,连微,抽气式东星行测试,,33.4781622351152,56.69102513529983,1.123534695805549,100.2,100.6,-0.4,0.0,0.0,12426.50256106324,
2025-08-04 18:10:49,6.219908806423269,4.190894515476133,0.0,68.99155219507541,1,出口浓度,9.2,连微,抽气式东星行测试,,35.67198077170893,59.29750545500169,0.7961170652199275,100.2,100.6,-0.4,0.0,0.0,12119.940589699188,92.22199392174667
2025-08-04 18:14:08,0.0,4.016354472376647,78.71035241438699,75.01347933657574,0,进口浓度,9.2,连微,抽气式东星行测试,,33.34134865629995,57.720784349618434,0.7975822948278369,100.2,100.6,-0.4,0.0,0.0,12672.081476278943,
2025-08-04 18:14:22,0.0,6.470703453390368,75.24767852330764,82.36893251617879,0,进口浓度,9.2,连微,抽气式东星行测试,,32.15342737535768,55.60263281758285,0.8435824984119078,100.2,100.6,-0.4,0.0,0.0,12521.296801548651,
2025-08-04 18:14:24,2.14365941293466,6.782844015474789,0.0,75.13212278588523,1,出口浓度,9.2,连微,抽气式东星行测试,,34.504323185552245,60.69509526943403,1.125083464608068,100.2,100.6,-0.4,0.0,0.0,12245.913730091414,84.65858432952483
2025-08-04 18:15:17,0.0,4.5997913592305775,95.82885613332022,75.40299045676292,0,进口浓度,9.2,连微,抽气式东星行测试,,33.88046163771847,57.907043031478025,1.0315602691629504,100.2,100.6,-0.4,0.0,0.0,12496.726403255758,
2025-08-04 19:40:13,0.0,8.054221038818028,79.98556878447849,70.29641329021445,0,进口浓度,9.4,连微,抽气式东星行测试,,33.69946113573966,56.0571666418643,1.056285007234378,100.2,100.6,-0.4,0.0,0.0,12660.612859677794,
2025-08-04 19:41:36,8.052059138656558,8.687256421778919,0.0,58.77999314774195,1,出口浓度,9.4,连微,抽气式东星行测试,,35.528685792795976,60.04072496912128,0.8472685981434094,100.2,100.6,-0.4,0.0,0.0,12601.058791667245,87.18054827952014
2025-08-04 19:42:01,2.694217570501415,7.906263756011335,0.0,60.17276607456471,1,出口浓度,9.4,连微,抽气式东星行测试,,35.40395339676225,57.45403492722526,1.1750516107779836,100.2,100.6,-0.4,0.0,0.0,12323.192017239371,86.87472617581828
2025-08-04 19:42:33,0.0,9.501651563541394,81.12466073067121,72.07444351706059,0,进口浓度,9.4,连微,抽气式东星行测试,,33.04279753304627,55.32780019648301,1.0485311209085022,100.2,100.6,-0.4,0.0,0.0,12218.948195426476,
2025-08-04 19:44:22,11.337774009082642,6.572491773268038,0.0,63.89324884357728,1,出口浓度,9.4,连微,抽气式东星行测试,,32.88524018444138,60.253731854254085,1.1833822391030189,100.2,100.6,-0.4,0.0,0.0,12779.552002439548,72.7578905127715
2025-08-04 19:45:29,0.0,8.708534990676522,95.45783276116975,69.11460405429466,0,进口浓度,9.4,连微,抽气式东星行测试,,34.15906924068689,60.7016713793082,1.1825119883013149,100.2,100.6,-0.4,0.0,0.0,12379.188128488158,
2025-08-04 19:46:31,0.0,7.598681710565699,92.98453263703952,71.34945705090334,0,进口浓度,9.4,连微,抽气式东星行测试,,35.06405176379961,55.380788683366696,0.6208852534590035,100.2,100.6,-0.4,0.0,0.0,12210.463392452131,
2025-08-04 19:46:47,10.717041293303724,12.21002434341327,0.0,70.14145213617209,1,出口浓度,9.4,连微,抽气式东星行测试,,33.58210515557894,59.30692302715784,0.7271716679302506,100.2,100.6,-0.4,0.0,0.0,12161.40417688082,79.34699873095417
2025-08-04 19:51:57,0.0,6.434670060620825,92.40100416484673,70.65334792995505,0,进口浓度,9.4,连微,抽气式东星行测试,,32.09697744935767,58.78933302040748,0.7020990361071711,100.2,100.6,-0.4,0.0,0.0,12033.77801382883,
2025-08-04 19:52:56,0.0,9.517512757141754,84.96160443381625,71.60101807333652,0,进口浓度,9.4,连微,抽气式东星行测试,,33.60300374422053,59.909775320017,0.918969539971992,100.2,100.6,-0.4,0.0,0.0,12861.98369476882,
2025-08-04 19:53:39,3.235927366532862,9.325778540882023,0.0,67.98689517352551,1,出口浓度,9.4,连微,抽气式东星行测试,,34.930555326204896,55.12092506951429,0.8843045257298343,100.2,100.6,-0.4,0.0,0.0,12541.697953677713,92.9743641152694
2025-08-04 22:23:33,0.0,5.568900454861822,71.80321646250297,65.15668778045011,0,进口浓度,9.6,连微,抽气式东星行测试,,34.13281561453919,56.46768422644176,0.7555584771085085,100.2,100.6,-0.4,0.0,0.0,12497.034890409986,
2025-08-04 22:25:16,5.873544710151691,5.576366175858186,0.0,55.03866282920705,1,出口浓度,9.6,连微,抽气式东星行测试,,32.43321718133301,56.34436516066847,1.0312159707206972,100.2,100.6,-0.4,0.0,0.0,12397.348618292852,75.80288869274506
2025-08-04 22:25:22,4.8577612934527945,6.718859782049227,0.0,56.57845722608804,1,出口浓度,9.6,连微,抽气式东星行测试,,33.32974189948354,59.858084721710405,0.9334025558353602,100.2,100.6,-0.4,0.0,0.0,12095.389035052698,74.23139281713996
2025-08-04 22:26:42,0.0,5.594748226893444,76.58075084135439,58.57972079297505,0,进口浓度,9.6,连微,抽气式东星行测试,,32.565322262143944,58.6989308225246,1.078307966326146,100.2,100.6,-0.4,0.0,0.0,12723.032413718476,
2025-08-04 22:28:04,7.564061723552618,4.73451872465856,0.0,58.57189584937428,1,出口浓度,9.6,连微,抽气式东星行测试,,33.008095395918446,56.86872974368234,1.1605009254608651,100.2,100.6,-0.4,0.0,0.0,12150.611974570971,78.03607454318508
2025-08-04 22:28:45,0.0,5.261639512015432,67.40080237474658,56.13574790619337,0,进口浓度,9.6,连微,抽气式东星行测试,,34.76158935455156,59.53022758196634,0.8583551556617579,100.2,100.6,-0.4,0.0,0.0,12545.588735489662,
2025-08-04 22:30:22,0.0,6.243536876998736,65.17125143052115,59.2984097859435,0,进口浓度,9.6,连微,抽气式东星行测试,,34.83547268757213,58.08658669388922,0.8152713828107467,100.2,100.6,-0.4,0.0,0.0,12992.755358912567,
2025-08-04 22:31:22,0.3423261665297214,3.970203433914065,0.0,57.48144920841629,1,出口浓度,9.6,连微,抽气式东星行测试,,33.50274420163877,59.54132023514619,0.998993398699966,100.2,100.6,-0.4,0.0,0.0,12748.148762594745,74.15492434005581
2025-08-04 22:35:45,0.0,5.233125011690426,68.0980678887824,59.04754044148636,0,进口浓度,9.6,连微,抽气式东星行测试,,33.741917610041625,56.7653419399236,0.660004534063771,100.2,100.6,-0.4,0.0,0.0,12676.683159702328,
2025-08-04 22:36:18,0.0,6.095904327409034,70.61806804039703,59.79634833713387,0,进口浓度,9.6,连微,抽气式东星行测试,,34.60088286298352,55.84910557971284,0.8128808942822382,100.2,100.6,-0.4,0.0,0.0,12204.461841306193,
2025-08-04 22:36:52,9.240079375060676,7.626788975827781,0.0,54.60343673328494,1,出口浓度,9.6,连微,抽气式东星行测试,,33.004957451585234,57.77728099572437,0.6028112955430384,100.2,100.6,-0.4,0.0,0.0,12927.079593738648,88.00325643200176
2025-08-04 22:37:21,0.0,4.176859364129463,76.54741432039584,61.32381474986223,0,进口浓度,9.6,连微,抽气式东星行测试,,35.31763206344457,55.05892711807883,0.9787994286356874,100.2,100.6,-0.4,0.0,0.0,12150.34907661746,
2025-08-05 00:17:15,0.0,3.29644682066366,80.4949809238383,72.08113204370802,0,进口浓度,9.7,连微,抽气式东星行测试,,32.41190513165766,56.29864881694253,1.0639459473900903,100.2,100.6,-0.4,0.0,0.0,12563.659765588656,
2025-08-05 00:19:28,0.1026606318073572,5.180762978347743,0.0,65.56594051810933,1,出口浓度,9.7,连微,抽气式东星行测试,,33.531786064212326,58.45393427187109,0.8668269167103662,100.2,100.6,-0.4,0.0,0.0,12604.775207320135,94.16647222029036
2025-08-05 00:19:50,9.677159862902752,5.742179324831265,0.0,69.79633436978918,1,出口浓度,9.7,连微,抽气式东星行测试,,32.83722684288321,55.01602471396468,0.6134099933343758,100.2,100.6,-0.4,0.0,0.0,12216.443457389909,93.2386778673816
2025-08-05 00:19:55,0.0,3.0594277016197813,79.48482437022913,70.90938077715346,0,进口浓度,9.7,连微,抽气式东星行测试,,32.00098747978621,55.46672456991464,0.7619935798885076,100.2,100.6,-0.4,0.0,0.0,12136.974927125166,
2025-08-05 01:47:35,10.419401255351088,4.757935099622923,0.0,55.95585159877575,1,出口浓度,9.9,连微,抽气式东星行测试,,35.04517228905933,55.88508367816912,0.9759712852060292,100.2,100.6,-0.4,0.0,0.0,12172.58522989898,71.1127107358585
2025-08-05 01:47:45,0.0,7.322897635749374,83.09329961239685,67.56992932787747,0,进口浓度,9.9,连微,抽气式东星行测试,,34.541198842132935,60.05274417271583,1.119558400946307,100.2,100.6,-0.4,0.0,0.0,12311.1645227206,
2025-08-05 01:53:29,8.533082143510638,5.095322092636137,0.0,60.32884909050807,1,出口浓度,9.9,连微,抽气式东星行测试,,35.3444225101558,55.516571398058055,0.931520932451962,100.2,100.6,-0.4,0.0,0.0,12088.161953659815,92.95027730810672
2025-08-05 01:53:31,0.0,4.913701428231782,69.2005697040867,66.6524270898855,0,进口浓度,9.9,连微,抽气式东星行测试,,34.5064997662832,55.12064423114311,1.1911805125880672,100.2,100.6,-0.4,0.0,0.0,12010.43870462124,
2025-08-05 01:57:43,0.0,6.409427205846377,77.56028508332788,72.2493980901045,0,进口浓度,9.9,连微,抽气式东星行测试,,35.77294931551016,56.84669392573721,0.7495257217345318,100.2,100.6,-0.4,0.0,0.0,12942.657417815024,
2025-08-05 02:01:41,15.349481671931022,8.873485261113258,0.0,64.67858012628439,1,出口浓度,9.9,连微,抽气式东星行测试,,33.241948248545384,57.2758627402446,0.6257434185118161,100.2,100.6,-0.4,0.0,0.0,12278.963395509318,84.12599893576298
2025-08-05 02:03:00,6.984601206108289,9.400686247517054,0.0,57.23360340915013,1,出口浓度,9.9,连微,抽气式东星行测试,,32.79689857891536,60.87566925413604,0.8181962585325857,100.2,100.6,-0.4,0.0,0.0,12439.598323885688,72.31030145471648
2025-08-05 02:08:05,0.0,6.022483605298595,74.10961382426541,71.20111964789672,0,进口浓度,9.9,连微,抽气式东星行测试,,34.09217093734959,59.977000458435406,0.8294266619762047,100.2,100.6,-0.4,0.0,0.0,12170.474641298732,
2025-08-05 03:33:09,0.0,6.326088598845368,99.04460910639668,86.87504841122608,0,进口浓度,10.1,连微,抽气式东星行测试,,33.03285539800688,57.80612918410507,0.6593576396520171,100.2,100.6,-0.4,0.0,0.0,12115.298185624404,
2025-08-05 03:34:03,12.929836523137642,7.076993985200134,0.0,69.02900758020081,1,出口浓度,10.1,连微,抽气式东星行测试,,34.34728304514262,57.23369648592633,0.6888933620644025,100.2,100.6,-0.4,0.0,0.0,12588.390781739912,70.8462446410902
2025-08-05 03:38:13,13.78403941619191,9.735273398945283,0.0,80.70122869647865,1,出口浓度,10.1,连微,抽气式东星行测试,,32.03159320827575,57.52844657639396,0.902977381789858,100.2,100.6,-0.4,0.0,0.0,12647.881313435584,72.50519219545862
2025-08-05 03:39:00,0.0,7.188161115807455,107.73203852704408,83.80937077854078,0,进口浓度,10.1,连微,抽气式东星行测试,,32.74464290595189,55.13049981470445,1.0375185660246669,100.2,100.6,-0.4,0.0,0.0,12456.44567604046,
2025-08-05 03:43:03,10.903756048127436,8.568251783383621,0.0,73.18129875965813,1,出口浓度,10.1,连微,抽气式东星行测试,,35.33638564478125,56.515448617489895,1.1593149439291937,100.2,100.6,-0.4,0.0,0.0,12337.878260631544,86.96389604381343
2025-08-05 03:45:02,0.0,9.846121285308875,86.71153169297101,87.91528558642108,0,进口浓度,10.1,连微,抽气式东星行测试,,35.05269196435077,60.405193146775055,0.7214242453276674,100.2,100.6,-0.4,0.0,0.0,12420.985984995174,
2025-08-05 03:45:11,0.0,9.778986358050934,103.4082114930381,83.14845972857114,0,进口浓度,10.1,连微,抽气式东星行测试,,32.11422068369466,58.073226101683886,1.1128829661208255,100.2,100.6,-0.4,0.0,0.0,12886.595246172332,
2025-08-05 03:50:37,17.190538643325937,7.814082158127049,0.0,79.04513286275234,1,出口浓度,10.1,连微,抽气式东星行测试,,35.20595849591799,57.75228111726018,0.8491641624159054,100.2,100.6,-0.4,0.0,0.0,12000.843209464912,73.68727523841085
2025-08-05 03:54:07,0.0,7.1681879314835815,100.99654735150648,79.94471115904666,0,进口浓度,10.1,连微,抽气式东星行测试,,32.94473433070666,56.21993189021418,1.174971015339274,100.2,100.6,-0.4,0.0,0.0,12244.73252262278,
2025-08-05 14:25:02,0.0,8.307354499077674,102.78331490253989,75.25838495772045,0,进口浓度,10.3,连微,抽气式东星行测试,,33.132778400772544,59.04849766479606,1.1446764348777352,100.2,100.6,-0.4,0.0,0.0,12596.93887378164,
2025-08-05 14:25:04,11.206630121153063,8.877500905294458,0.0,71.15115267913956,1,出口浓度,10.3,连微,抽气式东星行测试,,35.88090266544905,55.161377618686586,0.9479688262581673,100.2,100.6,-0.4,0.0,0.0,12178.160032390386,75.87893954834576
2025-08-05 14:29:24,0.0,7.915571937004806,74.99299601466876,72.91577008657357,0,进口浓度,10.3,连微,抽气式东星行测试,,33.536266137780096,56.07925387139818,0.6363533702720255,100.2,100.6,-0.4,0.0,0.0,12311.09207411718,
2025-08-05 14:30:09,13.412039120862838,9.680210136664432,0.0,64.60943779844465,1,出口浓度,10.3,连微,抽气式东星行测试,,35.82006828253677,56.07710773483856,0.7438484570070564,100.2,100.6,-0.4,0.0,0.0,12517.348571376744,72.66076390909454
2025-08-05 14:30:49,0.0,8.092967735290559,90.88838845348742,79.31397314375977,0,进口浓度,10.3,连微,抽气式东星行测试,,34.62347441501816,57.42684129492418,1.0089725307347372,100.2,100.6,-0.4,0.0,0.0,12160.883779220476,
2025-08-05 14:33:14,0.0,8.735701985655002,73.25975176317192,78.85025305704268,0,进口浓度,10.3,连微,抽气式东星行测试,,32.04635463613687,58.922903416749286,0.8751296146856962,100.2,100.6,-0.4,0.0,0.0,12422.45706745505,
